actorKey,actorName,presentInWorld,threatClass,level,experience,actionPoints,attack,specialization,specializationLabel,damage,pellets,penetration,damageTypes,skill,attackSkill,hitDifficulty,hitChance,actions,benchmarkAction,actionPointCost,actionsPerTurn,targetArmor,targetArmorCondition,firstActionHealthDamage,firstActionImmediateDamage,firstActionArmorWear,actionsUntilFirstHealthDamage,landedActionsToDefeat,expectedTurnsToDefeat,unarmoredLandedActionsToDefeat,unarmoredExpectedTurnsToDefeat,torsoResistance
deathclaw:glowing,Светящийся коготь смерти,true,A,82,514550,26,Хвост,impact,Силовая,170,4,5,bludgeoning:100%,meleeCombat,268,82,95,meleeAttack:12 ОД; aimedMeleeAttack:14 ОД,meleeAttack,12,2,Силовая броня T-60,3400,0,0,256,14,18,9.5,4,2.1,"{""piercing"":143,""slashing"":156,""bludgeoning"":130,""firearm"":137,""energy"":91,""fire"":72,""cryo"":72,""electric"":46,""acid"":72,""poison"":104,""radiation"":117}"
deathclaw:enclave,Коготь смерти Анклава,true,A,78,466050,25,Когти,rend,Рубящая,205,4,26,slashing:100%,meleeCombat,260,82,95,meleeAttack:12 ОД; aimedMeleeAttack:14 ОД,meleeAttack,12,2,Силовая броня T-60,3400,0,0,205,17,21,11.1,4,2.1,"{""piercing"":154,""slashing"":168,""bludgeoning"":140,""firearm"":147,""energy"":98,""fire"":77,""cryo"":77,""electric"":49,""acid"":77,""poison"":112,""radiation"":126}"
deathclaw:enclave,Коготь смерти Анклава,true,A,78,466050,25,Укус,puncture,Пробивная,150,2,131,piercing:100%,meleeCombat,260,82,95,meleeAttack:12 ОД; aimedMeleeAttack:14 ОД,meleeAttack,12,2,Силовая броня T-60,3400,0,0,150,10,21,11.1,5,2.6,"{""piercing"":154,""slashing"":168,""bludgeoning"":140,""firearm"":147,""energy"":98,""fire"":77,""cryo"":77,""electric"":49,""acid"":77,""poison"":112,""radiation"":126}"
deathclaw:enclave,Коготь смерти Анклава,true,A,78,466050,25,Хвост,impact,Силовая,160,3,4,bludgeoning:100%,meleeCombat,260,82,95,meleeAttack:12 ОД; aimedMeleeAttack:14 ОД,meleeAttack,12,2,Силовая броня T-60,3400,0,0,241,15,19,10,5,2.6,"{""piercing"":154,""slashing"":168,""bludgeoning"":140,""firearm"":147,""energy"":98,""fire"":77,""cryo"":77,""electric"":49,""acid"":77,""poison"":112,""radiation"":126}"
deathclaw:legendary,Легендарный коготь смерти,true,S,92,646300,28,Когти,rend,Рубящая,300,5,39,slashing:100%,meleeCombat,288,82,95,meleeAttack:13 ОД; aimedMeleeAttack:15 ОД,meleeAttack,13,2,Силовая броня T-65,4800,0,0,300,17,19,10,3,1.6,"{""piercing"":193,""slashing"":210,""bludgeoning"":175,""firearm"":184,""energy"":122,""fire"":96,""cryo"":96,""electric"":61,""acid"":96,""poison"":140,""radiation"":158}"
deathclaw:legendary,Легендарный коготь смерти,true,S,92,646300,28,Укус,puncture,Пробивная,215,3,194,piercing:100%,meleeCombat,288,82,95,meleeAttack:13 ОД; aimedMeleeAttack:15 ОД,meleeAttack,13,2,Силовая броня T-65,4800,0,0,215,14,22,11.6,4,2.1,"{""piercing"":193,""slashing"":210,""bludgeoning"":175,""firearm"":184,""energy"":122,""fire"":96,""cryo"":96,""electric"":61,""acid"":96,""poison"":140,""radiation"":158}"
deathclaw:legendary,Легендарный коготь смерти,true,S,92,646300,28,Хвост,impact,Силовая,235,5,7,bludgeoning:100%,meleeCombat,288,82,95,meleeAttack:13 ОД; aimedMeleeAttack:15 ОД,meleeAttack,13,2,Силовая броня T-65,4800,0,0,355,14,17,8.9,3,1.6,"{""piercing"":193,""slashing"":210,""bludgeoning"":175,""firearm"":184,""energy"":122,""fire"":96,""cryo"":96,""electric"":61,""acid"":96,""poison"":140,""radiation"":158}"
deathclaw:matriarch,Матка когтей смерти,true,S,95,688750,27,Когти,rend,Рубящая,320,6,42,slashing:100%,meleeCombat,284,82,95,meleeAttack:13 ОД; aimedMeleeAttack:15 ОД,meleeAttack,13,2,Силовая броня T-65,4800,0,0,320,16,18,9.5,3,1.6,"{""piercing"":209,""slashing"":228,""bludgeoning"":190,""firearm"":200,""energy"":133,""fire"":105,""cryo"":105,""electric"":67,""acid"":105,""poison"":152,""radiation"":171}"
deathclaw:matriarch,Матка когтей смерти,true,S,95,688750,27,Укус,puncture,Пробивная,230,3,208,piercing:100%,meleeCombat,284,82,95,meleeAttack:13 ОД; aimedMeleeAttack:15 ОД,meleeAttack,13,2,Силовая броня T-65,4800,0,0,230,9,17,8.9,3,1.6,"{""piercing"":209,""slashing"":228,""bludgeoning"":190,""firearm"":200,""energy"":133,""fire"":105,""cryo"":105,""electric"":67,""acid"":105,""poison"":152,""radiation"":171}"
deathclaw:matriarch,Матка когтей смерти,true,S,95,688750,27,Хвост,impact,Силовая,250,5,7,bludgeoning:100%,meleeCombat,284,82,95,meleeAttack:13 ОД; aimedMeleeAttack:15 ОД,meleeAttack,13,2,Силовая броня T-65,4800,0,0,375,13,16,8.4,3,1.6,"{""piercing"":209,""slashing"":228,""bludgeoning"":190,""firearm"":200,""energy"":133,""fire"":105,""cryo"":105,""electric"":67,""acid"":105,""poison"":152,""radiation"":171}"
deathclaw:blood-alpha,Кровавый альфа-коготь,true,S,98,732550,30,Когти,rend,Рубящая,350,6,44,slashing:100%,meleeCombat,300,82,95,meleeAttack:14 ОД; aimedMeleeAttack:17 ОД,meleeAttack,14,2,Силовая броня T-65,4800,0,0,350,14,16,8.4,2,1.1,"{""piercing"":220,""slashing"":240,""bludgeoning"":200,""firearm"":210,""energy"":140,""fire"":110,""cryo"":110,""electric"":70,""acid"":110,""poison"":160,""radiation"":180}"
deathclaw:blood-alpha,Кровавый альфа-коготь,true,S,98,732550,30,Укус,puncture,Пробивная,250,4,222,piercing:100%,meleeCombat,300,82,95,meleeAttack:14 ОД; aimedMeleeAttack:17 ОД,meleeAttack,14,2,Силовая броня T-65,4800,0,0,250,8,15,7.9,3,1.6,"{""piercing"":220,""slashing"":240,""bludgeoning"":200,""firearm"":210,""energy"":140,""fire"":110,""cryo"":110,""electric"":70,""acid"":110,""poison"":160,""radiation"":180}"
deathclaw:blood-alpha,Кровавый альфа-коготь,true,S,98,732550,30,Хвост,impact,Силовая,275,5,8,bludgeoning:100%,meleeCombat,300,82,95,meleeAttack:14 ОД; aimedMeleeAttack:17 ОД,meleeAttack,14,2,Силовая броня T-65,4800,0,0,415,12,15,7.9,3,1.6,"{""piercing"":220,""slashing"":240,""bludgeoning"":200,""firearm"":210,""energy"":140,""fire"":110,""cryo"":110,""electric"":70,""acid"":110,""poison"":160,""radiation"":180}"
deathclaw:mythic,Мифический коготь смерти,true,S,100,762500,32,Когти,rend,Рубящая,400,7,50,slashing:100%,meleeCombat,316,82,95,meleeAttack:15 ОД; aimedMeleeAttack:18 ОД,meleeAttack,15,2,Силовая броня T-65,4800,0,0,400,13,14,7.4,2,1.1,"{""piercing"":242,""slashing"":264,""bludgeoning"":220,""firearm"":231,""energy"":154,""fire"":121,""cryo"":121,""electric"":77,""acid"":121,""poison"":176,""radiation"":198}"
deathclaw:mythic,Мифический коготь смерти,true,S,100,762500,32,Укус,puncture,Пробивная,290,4,250,piercing:100%,meleeCombat,316,82,95,meleeAttack:15 ОД; aimedMeleeAttack:18 ОД,meleeAttack,15,2,Силовая броня T-65,4800,0,0,290,4,10,5.3,3,1.6,"{""piercing"":242,""slashing"":264,""bludgeoning"":220,""firearm"":231,""energy"":154,""fire"":121,""cryo"":121,""electric"":77,""acid"":121,""poison"":176,""radiation"":198}"
deathclaw:mythic,Мифический коготь смерти,true,S,100,762500,32,Хвост,impact,Силовая,310,6,9,bludgeoning:100%,meleeCombat,316,82,95,meleeAttack:15 ОД; aimedMeleeAttack:18 ОД,meleeAttack,15,2,Силовая броня T-65,4800,0,0,466,11,13,6.8,3,1.6,"{""piercing"":242,""slashing"":264,""bludgeoning"":220,""firearm"":231,""energy"":154,""fire"":121,""cryo"":121,""electric"":77,""acid"":121,""poison"":176,""radiation"":198}"
deathclaw:giant-glowing,Гигантский светящийся коготь,true,S,100,762500,29,Когти,rend,Рубящая,420,7,47,slashing:75% + radiation:25%,meleeCombat,300,82,95,meleeAttack:14 ОД; aimedMeleeAttack:16 ОД,meleeAttack,14,2,Силовая броня T-65,4800,0,0,420,12,14,7.4,3,1.6,"{""piercing"":264,""slashing"":288,""bludgeoning"":240,""firearm"":252,""energy"":168,""fire"":132,""cryo"":132,""electric"":84,""acid"":132,""poison"":192,""radiation"":216}"
deathclaw:giant-glowing,Гигантский светящийся коготь,true,S,100,762500,29,Укус,puncture,Пробивная,300,4,236,piercing:100%,meleeCombat,300,82,95,meleeAttack:14 ОД; aimedMeleeAttack:16 ОД,meleeAttack,14,2,Силовая броня T-65,4800,0,0,300,4,11,5.8,3,1.6,"{""piercing"":264,""slashing"":288,""bludgeoning"":240,""firearm"":252,""energy"":168,""fire"":132,""cryo"":132,""electric"":84,""acid"":132,""poison"":192,""radiation"":216}"
deathclaw:giant-glowing,Гигантский светящийся коготь,true,S,100,762500,29,Хвост,impact,Силовая,330,6,8,bludgeoning:100%,meleeCombat,300,82,95,meleeAttack:14 ОД; aimedMeleeAttack:16 ОД,meleeAttack,14,2,Силовая броня T-65,4800,0,0,498,10,12,6.3,3,1.6,"{""piercing"":264,""slashing"":288,""bludgeoning"":240,""firearm"":252,""energy"":168,""fire"":132,""cryo"":132,""electric"":84,""acid"":132,""poison"":192,""radiation"":216}"
mutant-hound:ordinary,Гончая-мутант,true,C,24,46200,11,Укус,predatorBite,Сильный укус,50,1,15,piercing:100%,meleeCombat,100,82,95,meleeAttack:4 ОД; aimedMeleeAttack:5 ОД,meleeAttack,4,2,Боевая броня,650,28,28,22,1,21,11.1,14,7.4,"{""piercing"":20,""slashing"":22,""bludgeoning"":17,""firearm"":16,""energy"":11,""fire"":8,""cryo"":12,""electric"":8,""acid"":12,""poison"":18,""radiation"":20}"
mutant-hound:ordinary,Гончая-мутант,true,C,24,46200,11,Наскок,impact,Силовая,35,1,0,bludgeoning:100%,meleeCombat,100,82,95,meleeAttack:7 ОД; aimedMeleeAttack:8 ОД,meleeAttack,7,1,Боевая броня,650,11,11,36,1,32,33.7,20,21.1,"{""piercing"":20,""slashing"":22,""bludgeoning"":17,""firearm"":16,""energy"":11,""fire"":8,""cryo"":12,""electric"":8,""acid"":12,""poison"":18,""radiation"":20}"
mutant-hound:armored,Бронированная гончая-мутант,true,B,36,101700,12,Укус,predatorBite,Сильный укус,70,1,30,piercing:100%,meleeCombat,130,82,95,meleeAttack:5 ОД; aimedMeleeAttack:6 ОД,meleeAttack,5,2,"Боевая броня, усиленная",1011,43,43,27,1,15,7.9,10,5.3,"{""piercing"":58,""slashing"":66,""bludgeoning"":36,""firearm"":55,""energy"":28,""fire"":14,""cryo"":30,""electric"":19,""acid"":30,""poison"":44,""radiation"":50}"
mutant-hound:armored,Бронированная гончая-мутант,true,B,36,101700,12,Наскок,impact,Силовая,50,1,1,bludgeoning:100%,meleeCombat,130,82,95,meleeAttack:9 ОД; aimedMeleeAttack:10 ОД,meleeAttack,9,1,"Боевая броня, усиленная",1011,13,13,56,1,28,29.5,14,14.7,"{""piercing"":58,""slashing"":66,""bludgeoning"":36,""firearm"":55,""energy"":28,""fire"":14,""cryo"":30,""electric"":19,""acid"":30,""poison"":44,""radiation"":50}"
centaur:ordinary,Кентавр,true,B,34,90950,11,Язык,lash,Хлёсткая,45,1,3,bludgeoning:100%,meleeCombat,122,82,95,meleeAttack:5 ОД; aimedMeleeAttack:6 ОД,meleeAttack,5,2,"Боевая броня, усиленная",1011,10,10,53,1,30,15.8,15,7.9,"{""piercing"":34,""slashing"":38,""bludgeoning"":29,""firearm"":27,""energy"":19,""fire"":13,""cryo"":21,""electric"":13,""acid"":21,""poison"":30,""radiation"":34}"
centaur:ordinary,Кентавр,true,B,34,90950,11,Плевок,corrosion,Коррозия брони,40,1,6,acid:100%,rangedCombat,120,82,95,snapshot:5 ОД; aimedShot:6 ОД,snapshot,5,2,"Боевая броня, усиленная",1011,10,10,90,1,26,13.7,17,8.9,"{""piercing"":34,""slashing"":38,""bludgeoning"":29,""firearm"":27,""energy"":19,""fire"":13,""cryo"":21,""electric"":13,""acid"":21,""poison"":30,""radiation"":34}"
mirelurk:ordinary,Болотник,true,C,26,53950,11,Клешни,shear,Захват и разрыв,45,1,3,slashing:100%,meleeCombat,92,82,95,meleeAttack:4 ОД; aimedMeleeAttack:5 ОД,meleeAttack,4,2,Боевая броня,650,21,21,24,1,27,14.2,15,7.9,"{""piercing"":37,""slashing"":42,""bludgeoning"":23,""firearm"":35,""energy"":18,""fire"":9,""cryo"":19,""electric"":12,""acid"":19,""poison"":28,""radiation"":32}"
mirelurk:ordinary,Болотник,true,C,26,53950,11,Таран,impact,Силовая,40,1,0,bludgeoning:100%,meleeCombat,92,82,95,meleeAttack:7 ОД; aimedMeleeAttack:8 ОД,meleeAttack,7,1,Боевая броня,650,16,16,36,1,28,29.5,17,17.9,"{""piercing"":37,""slashing"":42,""bludgeoning"":23,""firearm"":35,""energy"":18,""fire"":9,""cryo"":19,""electric"":12,""acid"":19,""poison"":28,""radiation"":32}"
mirelurk:hunter,Болотник-охотник,true,B,42,137550,13,Клешни,shear,Захват и разрыв,80,1,6,slashing:100%,meleeCombat,140,82,95,meleeAttack:5 ОД; aimedMeleeAttack:6 ОД,meleeAttack,5,2,"Боевая броня, усиленная",1011,43,43,37,1,15,7.9,9,4.7,"{""piercing"":71,""slashing"":82,""bludgeoning"":44,""firearm"":68,""energy"":34,""fire"":17,""cryo"":37,""electric"":24,""acid"":37,""poison"":54,""radiation"":61}"
mirelurk:hunter,Болотник-охотник,true,B,42,137550,13,Плевок,corrosion,Коррозия брони,55,1,8,acid:100%,rangedCombat,130,82,95,snapshot:5 ОД; aimedShot:6 ОД,snapshot,5,2,"Боевая броня, усиленная",1011,27,27,84,1,19,10,13,6.8,"{""piercing"":71,""slashing"":82,""bludgeoning"":44,""firearm"":68,""energy"":34,""fire"":17,""cryo"":37,""electric"":24,""acid"":37,""poison"":54,""radiation"":61}"
mirelurk:king,Король болотников,true,A,62,296050,14,Когти,rend,Рубящая,135,3,16,slashing:100%,meleeCombat,180,82,95,meleeAttack:6 ОД; aimedMeleeAttack:7 ОД,meleeAttack,6,2,Силовая броня T-60,3400,0,0,135,26,31,16.3,5,2.6,"{""piercing"":84,""slashing"":96,""bludgeoning"":52,""firearm"":80,""energy"":40,""fire"":20,""cryo"":44,""electric"":28,""acid"":44,""poison"":64,""radiation"":72}"
mirelurk:king,Король болотников,true,A,62,296050,14,Волна,energy,Энергетический импульс,110,2,31,energy:100%,rangedCombat,170,82,95,snapshot:10 ОД; aimedShot:11 ОД,snapshot,10,1,Силовая броня T-60,3400,0,0,110,32,38,40,7,7.4,"{""piercing"":84,""slashing"":96,""bludgeoning"":52,""firearm"":80,""energy"":40,""fire"":20,""cryo"":44,""electric"":28,""acid"":44,""poison"":64,""radiation"":72}"
mirelurk:king,Король болотников,true,A,62,296050,14,Таран,impact,Силовая,115,3,1,bludgeoning:100%,meleeCombat,180,82,95,meleeAttack:10 ОД; aimedMeleeAttack:11 ОД,meleeAttack,10,1,Силовая броня T-60,3400,0,0,173,20,26,27.4,6,6.3,"{""piercing"":84,""slashing"":96,""bludgeoning"":52,""firearm"":80,""energy"":40,""fire"":20,""cryo"":44,""electric"":28,""acid"":44,""poison"":64,""radiation"":72}"
mirelurk:queen,Матка болотников,true,S,94,674450,15,Клешни,shear,Захват и разрыв,325,6,22,slashing:100%,meleeCombat,200,82,95,meleeAttack:7 ОД; aimedMeleeAttack:8 ОД,meleeAttack,7,2,Силовая броня T-65,4800,0,0,325,15,17,8.9,3,1.6,"{""piercing"":242,""slashing"":276,""bludgeoning"":150,""firearm"":230,""energy"":115,""fire"":58,""cryo"":127,""electric"":81,""acid"":127,""poison"":184,""radiation"":207}"
mirelurk:queen,Матка болотников,true,S,94,674450,15,Плевок,corrosion,Коррозия брони,220,4,27,acid:100%,rangedCombat,200,60,95,volley:11 ОД,volley,11,1,Силовая броня T-65,4800,0,0,660,8,11,11.6,4,4.2,"{""piercing"":242,""slashing"":276,""bludgeoning"":150,""firearm"":230,""energy"":115,""fire"":58,""cryo"":127,""electric"":81,""acid"":127,""poison"":184,""radiation"":207}"
mirelurk:queen,Матка болотников,true,S,94,674450,15,Таран,impact,Силовая,290,6,3,bludgeoning:100%,meleeCombat,200,82,95,meleeAttack:11 ОД; aimedMeleeAttack:12 ОД,meleeAttack,11,1,Силовая броня T-65,4800,0,0,436,12,14,14.7,3,3.2,"{""piercing"":242,""slashing"":276,""bludgeoning"":150,""firearm"":230,""energy"":115,""fire"":58,""cryo"":127,""electric"":81,""acid"":127,""poison"":184,""radiation"":207}"
mirelurk:nukalurk,Ядерник,true,A,66,334950,13,Клешни,shear,Захват и разрыв,145,3,11,slashing:75% + radiation:25%,meleeCombat,176,82,95,meleeAttack:6 ОД; aimedMeleeAttack:7 ОД,meleeAttack,6,2,Силовая броня T-60,3400,0,0,145,24,30,15.8,7,3.7,"{""piercing"":116,""slashing"":132,""bludgeoning"":72,""firearm"":110,""energy"":55,""fire"":28,""cryo"":61,""electric"":39,""acid"":61,""poison"":88,""radiation"":99}"
mirelurk:nukalurk,Ядерник,true,A,66,334950,13,Плевок,energy,Энергетический импульс,125,2,33,energy:60% + radiation:40%,rangedCombat,175,82,95,snapshot:6 ОД; aimedShot:7 ОД,snapshot,6,2,Силовая броня T-60,3400,0,0,125,28,37,19.5,9,4.7,"{""piercing"":116,""slashing"":132,""bludgeoning"":72,""firearm"":110,""energy"":55,""fire"":28,""cryo"":61,""electric"":39,""acid"":61,""poison"":88,""radiation"":99}"
mirelurk:nukalurk,Ядерник,true,A,66,334950,13,Таран,impact,Силовая,130,3,2,bludgeoning:100%,meleeCombat,176,82,95,meleeAttack:9 ОД; aimedMeleeAttack:10 ОД,meleeAttack,9,1,Силовая броня T-60,3400,0,0,196,18,23,24.2,6,6.3,"{""piercing"":116,""slashing"":132,""bludgeoning"":72,""firearm"":110,""energy"":55,""fire"":28,""cryo"":61,""electric"":39,""acid"":61,""poison"":88,""radiation"":99}"
lakelurk:ordinary,Озёрник-крикун,true,B,44,150700,12,Когти,rend,Рубящая,80,1,8,slashing:100%,meleeCombat,135,82,95,meleeAttack:5 ОД; aimedMeleeAttack:6 ОД,meleeAttack,5,2,"Боевая броня, усиленная",1011,45,45,35,1,15,7.9,9,4.7,"{""piercing"":38,""slashing"":42,""bludgeoning"":32,""firearm"":30,""energy"":21,""fire"":15,""cryo"":23,""electric"":15,""acid"":23,""poison"":34,""radiation"":38}"
lakelurk:ordinary,Озёрник-крикун,true,B,44,150700,12,Волна,energy,Энергетический импульс,65,1,15,energy:100%,rangedCombat,135,82,95,snapshot:9 ОД; aimedShot:10 ОД,snapshot,9,1,"Боевая броня, усиленная",1011,44,44,21,1,15,15.8,11,11.6,"{""piercing"":38,""slashing"":42,""bludgeoning"":32,""firearm"":30,""energy"":21,""fire"":15,""cryo"":23,""electric"":15,""acid"":23,""poison"":34,""radiation"":38}"
water-creature:ordinary,Водяной,true,B,46,164450,12,Когти,rend,Рубящая,90,1,10,slashing:100%,meleeCombat,130,82,95,meleeAttack:5 ОД; aimedMeleeAttack:6 ОД,meleeAttack,5,2,"Боевая броня, усиленная",1011,57,57,33,1,12,6.3,8,4.2,"{""piercing"":43,""slashing"":48,""bludgeoning"":36,""firearm"":35,""energy"":24,""fire"":17,""cryo"":26,""electric"":17,""acid"":26,""poison"":38,""radiation"":43}"
water-creature:ordinary,Водяной,true,B,46,164450,12,Укус,puncture,Пробивная,65,1,38,piercing:100%,meleeCombat,130,82,95,meleeAttack:5 ОД; aimedMeleeAttack:6 ОД,meleeAttack,5,2,"Боевая броня, усиленная",1011,46,46,19,1,15,7.9,11,5.8,"{""piercing"":43,""slashing"":48,""bludgeoning"":36,""firearm"":35,""energy"":24,""fire"":17,""cryo"":26,""electric"":17,""acid"":26,""poison"":38,""radiation"":43}"
water-creature:brute,Водяной-громила,true,A,64,315200,13,Удар,impact,Силовая,145,3,4,bludgeoning:100%,meleeCombat,176,82,95,meleeAttack:9 ОД; aimedMeleeAttack:10 ОД,meleeAttack,9,1,Силовая броня T-60,3400,0,0,218,16,21,22.1,5,5.3,"{""piercing"":72,""slashing"":80,""bludgeoning"":60,""firearm"":58,""energy"":40,""fire"":28,""cryo"":44,""electric"":28,""acid"":44,""poison"":64,""radiation"":72}"
water-creature:brute,Водяной-громила,true,A,64,315200,13,Укус,puncture,Пробивная,105,2,65,piercing:100%,meleeCombat,176,82,95,meleeAttack:6 ОД; aimedMeleeAttack:7 ОД,meleeAttack,6,2,Силовая броня T-60,3400,0,0,105,33,39,20.5,7,3.7,"{""piercing"":72,""slashing"":80,""bludgeoning"":60,""firearm"":58,""energy"":40,""fire"":28,""cryo"":44,""electric"":28,""acid"":44,""poison"":64,""radiation"":72}"
spore-plant:ordinary,Споровый игломёт,true,D,8,5800,6,Рога,puncture,Пробивная,13,1,5,piercing:100%,meleeCombat,70,82,89,meleeAttack:3 ОД; aimedMeleeAttack:4 ОД,meleeAttack,3,2,Кожаная броня,250,10,10,3,1,62,34.8,52,29.2,"{""piercing"":2,""slashing"":3,""bludgeoning"":4,""firearm"":3,""energy"":2,""fire"":0,""cryo"":2,""electric"":1,""acid"":3,""poison"":6,""radiation"":6}"
spore-plant:ordinary,Споровый игломёт,true,D,8,5800,6,Шип,puncture,Пробивная,14,1,5,piercing:100%,rangedCombat,70,82,89,snapshot:3 ОД; aimedShot:4 ОД,snapshot,3,2,Кожаная броня,250,11,11,3,1,57,32,49,27.5,"{""piercing"":2,""slashing"":3,""bludgeoning"":4,""firearm"":3,""energy"":2,""fire"":0,""cryo"":2,""electric"":1,""acid"":3,""poison"":6,""radiation"":6}"
spore-plant:acid-spitter,Кислотное споровое растение,true,C,18,26550,6,Побеги,lash,Хлёсткая,20,1,1,bludgeoning:100%,meleeCombat,90,82,95,meleeAttack:2 ОД; aimedMeleeAttack:3 ОД,meleeAttack,2,3,Боевая броня,650,0,0,30,10,56,19.6,34,11.9,"{""piercing"":7,""slashing"":9,""bludgeoning"":11,""firearm"":9,""energy"":6,""fire"":1,""cryo"":7,""electric"":4,""acid"":10,""poison"":19,""radiation"":18}"
spore-plant:acid-spitter,Кислотное споровое растение,true,C,18,26550,6,Плевок,corrosion,Коррозия брони,20,1,3,acid:70% + poison:30%,rangedCombat,90,82,95,snapshot:2 ОД; aimedShot:3 ОД,snapshot,2,3,Боевая броня,650,6,0,42,1,45,15.8,34,11.9,"{""piercing"":7,""slashing"":9,""bludgeoning"":11,""firearm"":9,""energy"":6,""fire"":1,""cryo"":7,""electric"":4,""acid"":10,""poison"":19,""radiation"":18}"
strangler-heart:colony-heart,Сердце колонии душителя,true,A,60,277500,9,Щупальца,impact,Силовая,130,3,4,bludgeoning:100%,meleeCombat,165,82,95,meleeAttack:4 ОД; aimedMeleeAttack:5 ОД,meleeAttack,4,2,Силовая броня T-60,3400,0,0,196,18,23,12.1,6,3.2,"{""piercing"":45,""slashing"":56,""bludgeoning"":68,""firearm"":54,""energy"":38,""fire"":8,""cryo"":41,""electric"":26,""acid"":60,""poison"":120,""radiation"":113}"
strangler-heart:colony-heart,Сердце колонии душителя,true,A,60,277500,9,Облако,cloud,Площадное заражение,70,1,4,radiation:70% + poison:30%,rangedCombat,165,60,95,volley:6 ОД,volley,6,1,Силовая броня T-60,3400,0,0,70,49,81,85.3,33,34.7,"{""piercing"":45,""slashing"":56,""bludgeoning"":68,""firearm"":54,""energy"":38,""fire"":8,""cryo"":41,""electric"":26,""acid"":60,""poison"":120,""radiation"":113}"
overgrown:thorn,Заросший-шип,true,C,24,46200,10,Когти,rend,Рубящая,40,1,3,slashing:100%,meleeCombat,92,82,95,meleeAttack:4 ОД; aimedMeleeAttack:5 ОД,meleeAttack,4,2,Боевая броня,650,16,16,24,1,32,16.8,17,8.9,"{""piercing"":12,""slashing"":15,""bludgeoning"":18,""firearm"":14,""energy"":10,""fire"":2,""cryo"":11,""electric"":7,""acid"":16,""poison"":32,""radiation"":30}"
overgrown:thorn,Заросший-шип,true,C,24,46200,10,Залп,flurry,Серия шипов,16,1,9,piercing:100%,rangedCombat,92,82,95,burst:7 ОД×3,burst,7,1,Боевая броня,650,0,0,48,12,28,29.5,15,15.8,"{""piercing"":12,""slashing"":15,""bludgeoning"":18,""firearm"":14,""energy"":10,""fire"":2,""cryo"":11,""electric"":7,""acid"":16,""poison"":32,""radiation"":30}"
overgrown:elder,Старейшина заросших,true,B,44,150700,12,Удар,impact,Силовая,80,1,2,bludgeoning:100%,meleeCombat,128,82,95,meleeAttack:9 ОД; aimedMeleeAttack:10 ОД,meleeAttack,9,1,"Боевая броня, усиленная",1011,44,44,54,1,14,14.7,9,9.5,"{""piercing"":28,""slashing"":35,""bludgeoning"":41,""firearm"":33,""energy"":23,""fire"":5,""cryo"":25,""electric"":16,""acid"":37,""poison"":74,""radiation"":69}"
overgrown:elder,Старейшина заросших,true,B,44,150700,12,Облако,cloud,Площадное заражение,45,1,2,poison:70% + radiation:30%,rangedCombat,125,60,95,volley:9 ОД,volley,9,1,"Боевая броня, усиленная",1011,32,0,0,1,22,23.2,22,23.2,"{""piercing"":28,""slashing"":35,""bludgeoning"":41,""firearm"":33,""energy"":23,""fire"":5,""cryo"":25,""electric"":16,""acid"":37,""poison"":74,""radiation"":69}"
overgrown-pollinator:support,Опылитель заросших,true,C,18,26550,11,Щупальца,lash,Хлёсткая,19,1,1,bludgeoning:100%,meleeCombat,90,82,95,meleeAttack:4 ОД; aimedMeleeAttack:5 ОД,meleeAttack,4,2,Боевая броня,650,0,0,29,10,59,31.1,36,18.9,"{""piercing"":6,""slashing"":8,""bludgeoning"":9,""firearm"":7,""energy"":5,""fire"":1,""cryo"":6,""electric"":4,""acid"":8,""poison"":16,""radiation"":15}"
overgrown-pollinator:support,Опылитель заросших,true,C,18,26550,11,Облако,cloud,Площадное заражение,15,1,0,poison:80% + radiation:20%,rangedCombat,98,60,95,volley:7 ОД,volley,7,1,Боевая броня,650,12,0,0,1,57,60,57,60,"{""piercing"":6,""slashing"":8,""bludgeoning"":9,""firearm"":7,""energy"":5,""fire"":1,""cryo"":6,""electric"":4,""acid"":8,""poison"":16,""radiation"":15}"
abomination:ordinary,Абоминация,false,B,40,125000,12,Удар,balanced,Сбалансированная,70,1,12,bludgeoning:100%,meleeCombat,130,82,95,meleeAttack:5 ОД; aimedMeleeAttack:6 ОД,meleeAttack,5,2,"Боевая броня, усиленная",1011,44,44,39,1,15,7.9,10,5.3,"{""piercing"":38,""slashing"":42,""bludgeoning"":32,""firearm"":30,""energy"":38,""fire"":15,""cryo"":23,""electric"":32,""acid"":23,""poison"":42,""radiation"":46}"
abomination:ordinary,Абоминация,false,B,40,125000,12,Щупальца,lash,Хлёсткая,55,1,5,bludgeoning:100%,meleeCombat,130,82,95,meleeAttack:5 ОД; aimedMeleeAttack:6 ОД,meleeAttack,5,2,"Боевая броня, усиленная",1011,22,22,50,1,23,12.1,13,6.8,"{""piercing"":38,""slashing"":42,""bludgeoning"":32,""firearm"":30,""energy"":38,""fire"":15,""cryo"":23,""electric"":32,""acid"":23,""poison"":42,""radiation"":46}"
